ref_tag,source_file,question_ordinal,start_line,end_line,popularity_score,answer_ref
TV_INFRASTRUCTURE_DATABASE_03,infrastructure/database.md,3,34,56,29,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L34-L56
TV_INFRASTRUCTURE_DATABASE_04,infrastructure/database.md,4,57,93,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L57-L93
TV_INFRASTRUCTURE_DATABASE_05,infrastructure/database.md,5,94,117,40,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L94-L117
TV_INFRASTRUCTURE_DATABASE_06,infrastructure/database.md,6,118,201,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L118-L201
TV_INFRASTRUCTURE_DATABASE_07,infrastructure/database.md,7,202,221,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L202-L221
TV_INFRASTRUCTURE_DATABASE_08,infrastructure/database.md,8,222,378,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L222-L378
TV_INFRASTRUCTURE_DATABASE_09,infrastructure/database.md,9,379,405,21,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L379-L405
TV_INFRASTRUCTURE_DATABASE_10,infrastructure/database.md,10,406,463,30,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L406-L463
TV_INFRASTRUCTURE_DATABASE_11,infrastructure/database.md,11,464,484,59,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L464-L484
TV_INFRASTRUCTURE_DATABASE_12,infrastructure/database.md,12,485,505,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L485-L505
TV_INFRASTRUCTURE_DATABASE_13,infrastructure/database.md,13,506,542,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L506-L542
TV_INFRASTRUCTURE_DATABASE_14,infrastructure/database.md,14,543,600,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L543-L600
TV_INFRASTRUCTURE_DATABASE_15,infrastructure/database.md,15,601,627,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L601-L627
TV_INFRASTRUCTURE_DATABASE_16,infrastructure/database.md,16,628,651,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L628-L651
TV_INFRASTRUCTURE_DATABASE_17,infrastructure/database.md,17,652,733,53,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L652-L733
TV_INFRASTRUCTURE_DATABASE_18,infrastructure/database.md,18,734,752,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L734-L752
TV_INFRASTRUCTURE_DATABASE_19,infrastructure/database.md,19,753,902,47,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L753-L902
TV_INFRASTRUCTURE_DATABASE_20,infrastructure/database.md,20,903,966,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L903-L966
TV_INFRASTRUCTURE_DATABASE_21,infrastructure/database.md,21,967,1054,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L967-L1054
TV_INFRASTRUCTURE_DATABASE_22,infrastructure/database.md,22,1055,1157,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1055-L1157
TV_INFRASTRUCTURE_DATABASE_23,infrastructure/database.md,23,1158,1218,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1158-L1218
TV_INFRASTRUCTURE_DATABASE_24,infrastructure/database.md,24,1219,1288,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1219-L1288
TV_INFRASTRUCTURE_DATABASE_25,infrastructure/database.md,25,1289,1312,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1289-L1312
TV_INFRASTRUCTURE_DATABASE_26,infrastructure/database.md,26,1313,1326,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1313-L1326
TV_INFRASTRUCTURE_DATABASE_27,infrastructure/database.md,27,1327,1367,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1327-L1367
TV_INFRASTRUCTURE_DATABASE_28,infrastructure/database.md,28,1368,1393,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1368-L1393
TV_INFRASTRUCTURE_DATABASE_29,infrastructure/database.md,29,1394,1425,18,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1394-L1425
TV_INFRASTRUCTURE_DATABASE_30,infrastructure/database.md,30,1426,1494,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1426-L1494
TV_INFRASTRUCTURE_DATABASE_31,infrastructure/database.md,31,1495,1564,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1495-L1564
TV_INFRASTRUCTURE_DATABASE_32,infrastructure/database.md,32,1565,1573,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1565-L1573
TV_INFRASTRUCTURE_DATABASE_33,infrastructure/database.md,33,1574,1588,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1574-L1588
TV_INFRASTRUCTURE_DATABASE_34,infrastructure/database.md,34,1589,1611,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1589-L1611
TV_INFRASTRUCTURE_DATABASE_35,infrastructure/database.md,35,1612,1674,32,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1612-L1674
TV_INFRASTRUCTURE_DATABASE_36,infrastructure/database.md,36,1675,1715,38,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1675-L1715
TV_INFRASTRUCTURE_DATABASE_37,infrastructure/database.md,37,1716,1749,37,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1716-L1749
TV_INFRASTRUCTURE_DATABASE_38,infrastructure/database.md,38,1750,1786,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1750-L1786
TV_INFRASTRUCTURE_DATABASE_39,infrastructure/database.md,39,1787,1817,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1787-L1817
TV_INFRASTRUCTURE_DATABASE_40,infrastructure/database.md,40,1818,1856,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1818-L1856
TV_INFRASTRUCTURE_DATABASE_41,infrastructure/database.md,41,1857,1922,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1857-L1922
TV_INFRASTRUCTURE_DATABASE_42,infrastructure/database.md,42,1923,2026,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L1923-L2026
TV_INFRASTRUCTURE_DATABASE_43,infrastructure/database.md,43,2027,2060,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/database.md#L2027-L2060
TV_INFRASTRUCTURE_DOCKER_01,infrastructure/docker.md,1,3,22,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L3-L22
TV_INFRASTRUCTURE_DOCKER_02,infrastructure/docker.md,2,23,50,19,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L23-L50
TV_INFRASTRUCTURE_DOCKER_03,infrastructure/docker.md,3,51,73,27,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L51-L73
TV_INFRASTRUCTURE_DOCKER_04,infrastructure/docker.md,4,74,105,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L74-L105
TV_INFRASTRUCTURE_DOCKER_05,infrastructure/docker.md,5,106,148,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L106-L148
TV_INFRASTRUCTURE_DOCKER_06,infrastructure/docker.md,6,149,185,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L149-L185
TV_INFRASTRUCTURE_DOCKER_07,infrastructure/docker.md,7,186,215,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L186-L215
TV_INFRASTRUCTURE_DOCKER_08,infrastructure/docker.md,8,216,224,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L216-L224
TV_INFRASTRUCTURE_DOCKER_09,infrastructure/docker.md,9,225,246,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L225-L246
TV_INFRASTRUCTURE_DOCKER_10,infrastructure/docker.md,10,247,281,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L247-L281
TV_INFRASTRUCTURE_DOCKER_11,infrastructure/docker.md,11,282,308,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L282-L308
TV_INFRASTRUCTURE_DOCKER_12,infrastructure/docker.md,12,309,343,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L309-L343
TV_INFRASTRUCTURE_DOCKER_13,infrastructure/docker.md,13,344,364,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L344-L364
TV_INFRASTRUCTURE_DOCKER_14,infrastructure/docker.md,14,365,413,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L365-L413
TV_INFRASTRUCTURE_DOCKER_15,infrastructure/docker.md,15,414,420,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L414-L420
TV_INFRASTRUCTURE_DOCKER_16,infrastructure/docker.md,16,421,430,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L421-L430
TV_INFRASTRUCTURE_DOCKER_17,infrastructure/docker.md,17,431,442,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L431-L442
TV_INFRASTRUCTURE_DOCKER_18,infrastructure/docker.md,18,443,469,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L443-L469
TV_INFRASTRUCTURE_DOCKER_19,infrastructure/docker.md,19,470,516,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L470-L516
TV_INFRASTRUCTURE_DOCKER_20,infrastructure/docker.md,20,517,529,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/docker.md#L517-L529
TV_INFRASTRUCTURE_KUBERNETES_01,infrastructure/kubernetes.md,1,3,20,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/kubernetes.md#L3-L20
TV_INFRASTRUCTURE_KUBERNETES_02,infrastructure/kubernetes.md,2,21,208,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/kubernetes.md#L21-L208
TV_INFRASTRUCTURE_MQ_01,infrastructure/mq.md,1,3,28,47,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L3-L28
TV_INFRASTRUCTURE_MQ_02,infrastructure/mq.md,2,29,46,36,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L29-L46
TV_INFRASTRUCTURE_MQ_03,infrastructure/mq.md,3,47,58,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L47-L58
TV_INFRASTRUCTURE_MQ_04,infrastructure/mq.md,4,59,66,20,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L59-L66
TV_INFRASTRUCTURE_MQ_05,infrastructure/mq.md,5,67,80,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L67-L80
TV_INFRASTRUCTURE_MQ_06,infrastructure/mq.md,6,81,115,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L81-L115
TV_INFRASTRUCTURE_MQ_07,infrastructure/mq.md,7,116,150,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L116-L150
TV_INFRASTRUCTURE_MQ_08,infrastructure/mq.md,8,151,249,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L151-L249
TV_INFRASTRUCTURE_MQ_09,infrastructure/mq.md,9,250,264,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L250-L264
TV_INFRASTRUCTURE_MQ_10,infrastructure/mq.md,10,265,287,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L265-L287
TV_INFRASTRUCTURE_MQ_11,infrastructure/mq.md,11,288,302,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L288-L302
TV_INFRASTRUCTURE_MQ_12,infrastructure/mq.md,12,303,323,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L303-L323
TV_INFRASTRUCTURE_MQ_13,infrastructure/mq.md,13,324,357,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L324-L357
TV_INFRASTRUCTURE_MQ_14,infrastructure/mq.md,14,358,411,30,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L358-L411
TV_INFRASTRUCTURE_MQ_15,infrastructure/mq.md,15,412,434,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L412-L434
TV_INFRASTRUCTURE_MQ_16,infrastructure/mq.md,16,435,468,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L435-L468
TV_INFRASTRUCTURE_MQ_17,infrastructure/mq.md,17,469,584,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/mq.md#L469-L584
TV_INFRASTRUCTURE_SERVER_01,infrastructure/server.md,1,3,58,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/server.md#L3-L58
TV_INFRASTRUCTURE_SERVER_02,infrastructure/server.md,2,59,73,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/server.md#L59-L73
TV_INFRASTRUCTURE_SERVER_03,infrastructure/server.md,3,74,111,11,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/server.md#L74-L111
TV_INFRASTRUCTURE_SERVER_04,infrastructure/server.md,4,112,134,13,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/server.md#L112-L134
TV_INFRASTRUCTURE_SERVER_05,infrastructure/server.md,5,135,172,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/server.md#L135-L172
TV_INFRASTRUCTURE_SERVER_06,infrastructure/server.md,6,173,210,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/server.md#L173-L210
TV_INFRASTRUCTURE_SERVER_07,infrastructure/server.md,7,211,241,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/server.md#L211-L241
TV_INFRASTRUCTURE_SQL_01,infrastructure/sql.md,1,3,23,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L3-L23
TV_INFRASTRUCTURE_SQL_02,infrastructure/sql.md,2,24,64,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L24-L64
TV_INFRASTRUCTURE_SQL_03,infrastructure/sql.md,3,65,85,14,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L65-L85
TV_INFRASTRUCTURE_SQL_04,infrastructure/sql.md,4,86,153,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L86-L153
TV_INFRASTRUCTURE_SQL_05,infrastructure/sql.md,5,154,245,44,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L154-L245
TV_INFRASTRUCTURE_SQL_06,infrastructure/sql.md,6,246,365,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L246-L365
TV_INFRASTRUCTURE_SQL_07,infrastructure/sql.md,7,366,444,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L366-L444
TV_INFRASTRUCTURE_SQL_08,infrastructure/sql.md,8,445,461,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L445-L461
TV_INFRASTRUCTURE_SQL_09,infrastructure/sql.md,9,462,494,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L462-L494
TV_INFRASTRUCTURE_SQL_10,infrastructure/sql.md,10,495,546,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L495-L546
TV_INFRASTRUCTURE_SQL_11,infrastructure/sql.md,11,547,576,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L547-L576
TV_INFRASTRUCTURE_SQL_12,infrastructure/sql.md,12,577,665,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L577-L665
TV_INFRASTRUCTURE_SQL_13,infrastructure/sql.md,13,666,732,27,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L666-L732
TV_INFRASTRUCTURE_SQL_14,infrastructure/sql.md,14,733,786,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L733-L786
TV_INFRASTRUCTURE_SQL_15,infrastructure/sql.md,15,787,852,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L787-L852
TV_INFRASTRUCTURE_SQL_16,infrastructure/sql.md,16,853,893,12,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L853-L893
TV_INFRASTRUCTURE_SQL_17,infrastructure/sql.md,17,894,942,10,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L894-L942
TV_INFRASTRUCTURE_SQL_18,infrastructure/sql.md,18,943,974,37,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L943-L974
TV_INFRASTRUCTURE_SQL_19,infrastructure/sql.md,19,975,1104,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L975-L1104
TV_INFRASTRUCTURE_SQL_20,infrastructure/sql.md,20,1105,1206,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L1105-L1206
TV_INFRASTRUCTURE_SQL_21,infrastructure/sql.md,21,1207,1250,,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/infrastructure/sql.md#L1207-L1250
TV_PYTHON_ASYNC_01,python/async.md,1,3,16,21,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L3-L16
TV_PYTHON_ASYNC_02,python/async.md,2,17,43,25,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L17-L43
TV_PYTHON_ASYNC_03,python/async.md,3,44,62,16,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L44-L62
TV_PYTHON_ASYNC_04,python/async.md,4,63,134,47,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L63-L134
TV_PYTHON_ASYNC_05,python/async.md,5,135,203,39,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L135-L203
TV_PYTHON_ASYNC_06,python/async.md,6,204,259,60,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/async.md#L204-L259
